model|latency|file|prediction|truth
tiny|0.23|sentence_16.wav| The price of the item is $99.99.|The price of the item is $99.99.
tiny|0.24|sentence_16.wav| The price of the item is $99.99.|The price of the item is $99.99.
tiny|0.23|sentence_16.wav| The price of the item is $99.99.|The price of the item is $99.99.
tiny|0.15|sentence_16.wav| The price of the item is $99.99.|The price of the item is $99.99.
tiny|0.28|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny|0.26|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny|0.21|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny|0.15|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny|0.21|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny|0.22|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny|0.14|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny|0.20|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny|0.24|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny|0.16|sentence_17.wav| I'll need 3 cups of flour and 2 eggs.|I’ll need 3 cups of flour and 2 eggs.
tiny|0.23|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny|0.19|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny|0.19|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny|0.19|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny|0.14|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny|0.19|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny|0.14|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny|0.20|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny|0.20|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny|0.18|sentence_18.wav| The train arrives at 345 in the afternoon.|The train arrives at 3:45 in the afternoon.
tiny|0.15|sentence_19.wav| It's a sunny day but a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny|0.21|sentence_19.wav| It's a sunny day but a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny|0.18|sentence_19.wav| It's a sunny day but a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny|0.23|sentence_19.wav| It's a sunny day but a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny|0.21|sentence_19.wav| It's a sunny day but a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny|0.15|sentence_19.wav| It's a sunny day but a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny|0.26|sentence_19.wav| It's a sunny day but a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny|0.22|sentence_19.wav| It's a sunny day but a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny|0.21|sentence_19.wav| It's a sunny day but a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny|0.24|sentence_19.wav| It's a sunny day but a few clouds in the sky.|It’s a sunny day with a few clouds in the sky.
tiny|0.13|sentence_2.wav| I hope you have a great day.|I hope you’re having a great day!
tiny|0.16|sentence_2.wav| I hope you have a great day.|I hope you’re having a great day!
tiny|0.12|sentence_2.wav| I hope you have a great day.|I hope you’re having a great day!
tiny|0.20|sentence_2.wav| I hope you have a great day.|I hope you’re having a great day!
tiny|0.25|sentence_2.wav| I hope you have a great day.|I hope you’re having a great day!
tiny|0.20|sentence_2.wav| I hope you have a great day.|I hope you’re having a great day!
tiny|0.13|sentence_2.wav| I hope you have a great day.|I hope you’re having a great day!
tiny|0.18|sentence_2.wav| I hope you have a great day.|I hope you’re having a great day!
tiny|0.18|sentence_2.wav| I hope you have a great day.|I hope you’re having a great day!
tiny|0.13|sentence_2.wav| I hope you have a great day.|I hope you’re having a great day!
tiny|0.27|sentence_20.wav| The temperature risk 20 to the grease salceus.|The temperature is 22 degrees Celsius.
tiny|0.24|sentence_20.wav| The temperature risk 20 to the grease salceus.|The temperature is 22 degrees Celsius.
tiny|0.20|sentence_20.wav| The temperature risk 20 to the grease salceus.|The temperature is 22 degrees Celsius.
tiny|0.24|sentence_20.wav| The temperature risk 20 to the grease salceus.|The temperature is 22 degrees Celsius.
tiny|0.20|sentence_20.wav| The temperature risk 20 to the grease salceus.|The temperature is 22 degrees Celsius.
tiny|0.21|sentence_20.wav| The temperature risk 20 to the grease salceus.|The temperature is 22 degrees Celsius.
tiny|0.14|sentence_20.wav| The temperature risk 20 to the grease salceus.|The temperature is 22 degrees Celsius.
tiny|0.22|sentence_20.wav| The temperature risk 20 to the grease salceus.|The temperature is 22 degrees Celsius.
tiny|0.18|sentence_20.wav| The temperature risk 20 to the grease salceus.|The temperature is 22 degrees Celsius.
tiny|0.21|sentence_20.wav| The temperature risk 20 to the grease salceus.|The temperature is 22 degrees Celsius.
tiny|0.14|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny|0.22|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny|0.14|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny|0.16|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny|0.17|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny|0.20|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny|0.11|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny|0.12|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny|0.20|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny|0.21|sentence_21.wav| It started training heavily after lunch.|It started raining heavily after lunch.
tiny|0.20|sentence_22.wav| It's when the outside's hold on to your head.|It’s windy outside, so hold on to your hat.
tiny|0.25|sentence_22.wav| It's when the outside's hold on to your head.|It’s windy outside, so hold on to your hat.
tiny|0.15|sentence_22.wav| It's when the outside's hold on to your head.|It’s windy outside, so hold on to your hat.
tiny|0.21|sentence_22.wav| It's when the outside's hold on to your head.|It’s windy outside, so hold on to your hat.
tiny|0.24|sentence_22.wav| It's when the outside's hold on to your head.|It’s windy outside, so hold on to your hat.
tiny|0.16|sentence_22.wav| It's when the outside's hold on to your head.|It’s windy outside, so hold on to your hat.
tiny|0.20|sentence_22.wav| It's when the outside's hold on to your head.|It’s windy outside, so hold on to your hat.
tiny|0.16|sentence_22.wav| It's when the outside's hold on to your head.|It’s windy outside, so hold on to your hat.
tiny|0.22|sentence_22.wav| It's when the outside's hold on to your head.|It’s windy outside, so hold on to your hat.
tiny|0.18|sentence_22.wav| It's when the outside's hold on to your head.|It’s windy outside, so hold on to your hat.
tiny|0.15|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny|0.14|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny|0.20|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny|0.13|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny|0.20|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny|0.17|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny|0.19|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny|0.12|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny|0.25|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny|0.18|sentence_23.wav| Where is the nearest grocery store?|Where is the nearest grocery store?
tiny|0.17|sentence_24.wav| What do you feel with movie?|What’s your favorite movie?
tiny|0.21|sentence_24.wav| What do you feel with movie?|What’s your favorite movie?
tiny|0.17|sentence_24.wav| What do you feel with movie?|What’s your favorite movie?
tiny|0.12|sentence_24.wav| What do you feel with movie?|What’s your favorite movie?
tiny|0.26|sentence_24.wav| What do you feel with movie?|What’s your favorite movie?
tiny|0.18|sentence_24.wav| What do you feel with movie?|What’s your favorite movie?
tiny|0.23|sentence_24.wav| What do you feel with movie?|What’s your favorite movie?
tiny|0.17|sentence_24.wav| What do you feel with movie?|What’s your favorite movie?
tiny|0.16|sentence_24.wav| What do you feel with movie?|What’s your favorite movie?
tiny|0.23|sentence_24.wav| What do you feel with movie?|What’s your favorite movie?
tiny|0.14|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny|0.21|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny|0.22|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny|0.22|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny|0.25|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny|0.20|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny|0.19|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny|0.22|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny|0.20|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny|0.20|sentence_25.wav| How do I get to the bus station from here?|How do I get to the bus station from here?
tiny|0.21|sentence_26.wav| Can you repeat that? I think I have to.|Can you repeat that? I didn’t catch it.
tiny|0.27|sentence_26.wav| Can you repeat that? I think I have to.|Can you repeat that? I didn’t catch it.
tiny|0.21|sentence_26.wav| Can you repeat that? I think I have to.|Can you repeat that? I didn’t catch it.
tiny|0.20|sentence_26.wav| Can you repeat that? I think I have to.|Can you repeat that? I didn’t catch it.
tiny|0.16|sentence_26.wav| Can you repeat that? I think I have to.|Can you repeat that? I didn’t catch it.
tiny|0.16|sentence_26.wav| Can you repeat that? I think I have to.|Can you repeat that? I didn’t catch it.
tiny|0.20|sentence_26.wav| Can you repeat that? I think I have to.|Can you repeat that? I didn’t catch it.
tiny|0.21|sentence_26.wav| Can you repeat that? I think I have to.|Can you repeat that? I didn’t catch it.
tiny|0.22|sentence_26.wav| Can you repeat that? I think I have to.|Can you repeat that? I didn’t catch it.
tiny|0.14|sentence_26.wav| Can you repeat that? I think I have to.|Can you repeat that? I didn’t catch it.
tiny|0.20|sentence_27.wav| All far is the airport from downtown.|How far is the airport from downtown?
tiny|0.20|sentence_27.wav| All far is the airport from downtown.|How far is the airport from downtown?
tiny|0.17|sentence_27.wav| All far is the airport from downtown.|How far is the airport from downtown?
tiny|0.18|sentence_27.wav| All far is the airport from downtown.|How far is the airport from downtown?
tiny|0.27|sentence_27.wav| All far is the airport from downtown.|How far is the airport from downtown?
tiny|0.17|sentence_27.wav| All far is the airport from downtown.|How far is the airport from downtown?
tiny|0.18|sentence_27.wav| All far is the airport from downtown.|How far is the airport from downtown?
tiny|0.27|sentence_27.wav| All far is the airport from downtown.|How far is the airport from downtown?
tiny|0.12|sentence_27.wav| All far is the airport from downtown.|How far is the airport from downtown?
tiny|0.21|sentence_27.wav| All far is the airport from downtown.|How far is the airport from downtown?
tiny|0.12|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny|0.12|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny|0.12|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny|0.12|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny|0.22|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny|0.21|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny|0.17|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny|0.12|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny|0.18|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny|0.15|sentence_28.wav| What's the water like today?|What’s the weather like today?
tiny|0.17|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny|0.20|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny|0.16|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny|0.18|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny|0.21|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny|0.13|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny|0.17|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny|0.34|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny|0.12|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny|0.13|sentence_29.wav| What is the capital of France?|What is the capital of France?
tiny|0.25|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny|0.13|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny|0.17|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny|0.27|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny|0.19|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny|0.25|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny|0.12|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny|0.20|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny|0.21|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny|0.18|sentence_3.wav| Let's go for a walk in the park.|Let’s go for a walk in the park.
tiny|0.27|sentence_30.wav| I love to sound a wave crashing in the shore.|I love the sound of the waves crashing on the shore.
tiny|0.19|sentence_30.wav| I love to sound a wave crashing in the shore.|I love the sound of the waves crashing on the shore.
tiny|0.21|sentence_30.wav| I love to sound a wave crashing in the shore.|I love the sound of the waves crashing on the shore.
tiny|0.15|sentence_30.wav| I love to sound a wave crashing in the shore.|I love the sound of the waves crashing on the shore.
tiny|0.22|sentence_30.wav| I love to sound a wave crashing in the shore.|I love the sound of the waves crashing on the shore.
tiny|0.18|sentence_30.wav| I love to sound a wave crashing in the shore.|I love the sound of the waves crashing on the shore.
tiny|0.24|sentence_30.wav| I love to sound a wave crashing in the shore.|I love the sound of the waves crashing on the shore.
tiny|0.20|sentence_30.wav| I love to sound a wave crashing in the shore.|I love the sound of the waves crashing on the shore.
tiny|0.24|sentence_30.wav| I love to sound a wave crashing in the shore.|I love the sound of the waves crashing on the shore.
tiny|0.19|sentence_30.wav| I love to sound a wave crashing in the shore.|I love the sound of the waves crashing on the shore.
tiny|0.26|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny|0.19|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny|0.32|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny|0.20|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny|0.15|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny|0.20|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny|0.18|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny|0.15|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny|0.21|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny|0.20|sentence_31.wav| It's a beautiful day to explore the city.|It’s a beautiful day to explore the city.
tiny|0.16|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny|0.15|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny|0.26|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny|0.18|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny|0.21|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny|0.19|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny|0.20|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny|0.17|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny|0.24|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny|0.23|sentence_32.wav| My favorite food is pizza with extra cheese.|My favorite food is pizza with extra cheese.
tiny|0.21|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny|0.25|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny|0.34|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny|0.21|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny|0.24|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny|0.25|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny|0.22|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny|0.21|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny|0.24|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny|0.15|sentence_33.wav| This is the best cup of coffee I've ever had.|This is the best cup of coffee I’ve ever had.
tiny|0.20|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny|0.27|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny|0.20|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny|0.25|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny|0.14|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny|0.20|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny|0.24|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny|0.21|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny|0.23|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny|0.16|sentence_34.wav| I'll take a walk down by the beach later.|I’ll take a walk down by the beach later.
tiny|0.20|sentence_35.wav| She sells seashells by the sea shore.|She sells seashells by the seashore.
tiny|0.12|sentence_35.wav| She sells seashells by the sea shore.|She sells seashells by the seashore.
tiny|0.18|sentence_35.wav| She sells seashells by the sea shore.|She sells seashells by the seashore.
tiny|0.13|sentence_35.wav| She sells seashells by the sea shore.|She sells seashells by the seashore.
tiny|0.16|sentence_35.wav| She sells seashells by the sea shore.|She sells seashells by the seashore.
tiny|0.20|sentence_35.wav| She sells seashells by the sea shore.|She sells seashells by the seashore.
tiny|0.26|sentence_35.wav| She sells seashells by the sea shore.|She sells seashells by the seashore.
tiny|0.16|sentence_35.wav| She sells seashells by the sea shore.|She sells seashells by the seashore.
tiny|0.18|sentence_35.wav| She sells seashells by the sea shore.|She sells seashells by the seashore.
tiny|0.22|sentence_35.wav| She sells seashells by the sea shore.|She sells seashells by the seashore.
tiny|0.20|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
tiny|0.21|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
tiny|0.16|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
tiny|0.19|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
tiny|0.21|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
tiny|0.24|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
tiny|0.17|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
tiny|0.21|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
tiny|0.16|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
tiny|0.28|sentence_36.wav| Peter Iber picked a bag of pickled peppers.|Peter Piper picked a peck of pickled peppers.
tiny|1.48|sentence_37.wav| Băは말 mai celujat este tot si regând|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
tiny|1.28|sentence_37.wav| Cam ace voiduri cu care ca ce acum °|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
tiny|0.97|sentence_37.wav| Hamaja orductru ce-acribilul ce-acribilul amricut.|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
tiny|1.93|sentence_37.wav| how much rodew 살짝 i-ă MUjAC.|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
tiny|1.52|sentence_37.wav| Am mai scel wad raspume-chagina Lutin|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
tiny|0.76|sentence_37.wav| Am ma ce bod goo dei ute ar legul cuecin sa exobu. ...c-o expl picururil Mai.|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
tiny|2.39|sentence_37.wav| Maci o вотcac atic a� stat|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
tiny|0.65|sentence_37.wav| Am acelaulTO� este connat|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
tiny|1.48|sentence_37.wav| Am aciワid,覺得, insulation CIPHD|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
tiny|2.34|sentence_37.wav| am Fam celui de avut acșaca-crificul avut acșa cu ce-a cuud|How much wood would a woodchuck chuck if a woodchuck could chuck wood?
tiny|0.12|sentence_38.wav| You need New York. You need New York.|Unique New York, unique New York.
tiny|0.12|sentence_38.wav| You need New York. You need New York.|Unique New York, unique New York.
tiny|0.12|sentence_38.wav| You need New York. You need New York.|Unique New York, unique New York.
tiny|0.14|sentence_38.wav| You need New York. You need New York.|Unique New York, unique New York.
tiny|0.13|sentence_38.wav| You need New York. You need New York.|Unique New York, unique New York.
tiny|0.13|sentence_38.wav| You need New York. You need New York.|Unique New York, unique New York.
tiny|0.11|sentence_38.wav| You need New York. You need New York.|Unique New York, unique New York.
tiny|0.12|sentence_38.wav| You need New York. You need New York.|Unique New York, unique New York.
tiny|0.12|sentence_38.wav| You need New York. You need New York.|Unique New York, unique New York.
tiny|0.13|sentence_38.wav| You need New York. You need New York.|Unique New York, unique New York.
tiny|0.23|sentence_39.wav| 6. Slippery Snails, Slid Sinotlice of Word|Six slippery snails slid silently southward.
tiny|0.22|sentence_39.wav| 6. Slippery snails, slits, I'm not least of word.|Six slippery snails slid silently southward.
tiny|0.22|sentence_39.wav| 6. Slippery snails, slits I'm not least of word.|Six slippery snails slid silently southward.
tiny|0.33|sentence_39.wav| 6. Slipperies nails, slits, I'm not least of word.|Six slippery snails slid silently southward.
tiny|0.32|sentence_39.wav| Six slippery snails, slits, I'm not least of word.|Six slippery snails slid silently southward.
tiny|0.30|sentence_39.wav| 6. Slipperary snails, slits, I'm not least of word.|Six slippery snails slid silently southward.
tiny|0.22|sentence_39.wav| 6. Sliperies nails, slits, I'm not least of word.|Six slippery snails slid silently southward.
tiny|0.24|sentence_39.wav| 6. Sliperies nails, slits, I'm not least of word.|Six slippery snails slid silently southward.
tiny|0.25|sentence_39.wav| 6. Slippery snails, slits, I'm not least of word.|Six slippery snails slid silently southward.
tiny|0.22|sentence_39.wav| 6. Sliperies Nails, Slid Sinotlice of Word|Six slippery snails slid silently southward.
tiny|0.11|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
tiny|0.11|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
tiny|0.10|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
tiny|0.11|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
tiny|0.11|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
tiny|0.10|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
tiny|0.10|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
tiny|0.11|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
tiny|0.11|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
tiny|0.11|sentence_4.wav| I will be there in a few minutes.|I will be there in a few minutes.
tiny|0.13|sentence_40.wav| What did you do over the weekend?|What did you do over the weekend?
tiny|0.10|sentence_40.wav| What did you do over the weekend?|What did you do over the weekend?
tiny|0.11|sentence_40.wav| What did you do over the weekend?|What did you do over the weekend?
tiny|0.10|sentence_40.wav| What did you do over the weekend?|What did you do over the weekend?
tiny|0.10|sentence_40.wav| What did you do over the weekend?|What did you do over the weekend?
tiny|0.10|sentence_40.wav| What did you do over the weekend?|What did you do over the weekend?
tiny|0.11|sentence_40.wav| What did you do over the weekend?|What did you do over the weekend?
tiny|0.10|sentence_40.wav| What did you do over the weekend?|What did you do over the weekend?
tiny|0.10|sentence_40.wav| What did you do over the weekend?|What did you do over the weekend?
tiny|0.12|sentence_40.wav| What did you do over the weekend?|What did you do over the weekend?
tiny|0.12|sentence_41.wav| I've been working on a new project at work.|I’ve been working on a new project at work.
tiny|0.11|sentence_41.wav| I've been working on a new project at work.|I’ve been working on a new project at work.
tiny|0.11|sentence_41.wav| I've been working on a new project at work.|I’ve been working on a new project at work.
tiny|0.12|sentence_41.wav| I've been working on a new project at work.|I’ve been working on a new project at work.
tiny|0.11|sentence_41.wav| I've been working on a new project at work.|I’ve been working on a new project at work.
tiny|0.12|sentence_41.wav| I've been working on a new project at work.|I’ve been working on a new project at work.
tiny|0.12|sentence_41.wav| I've been working on a new project at work.|I’ve been working on a new project at work.
tiny|0.11|sentence_41.wav| I've been working on a new project at work.|I’ve been working on a new project at work.
tiny|0.12|sentence_41.wav| I've been working on a new project at work.|I’ve been working on a new project at work.
tiny|0.12|sentence_41.wav| I've been working on a new project at work.|I’ve been working on a new project at work.
tiny|0.14|sentence_42.wav| I'm planning a trip to the mountains next month.|I’m planning a trip to the mountains next month.
tiny|0.13|sentence_42.wav| I'm planning a trip to the mountains next month.|I’m planning a trip to the mountains next month.
tiny|0.13|sentence_42.wav| I'm planning a trip to the mountains next month.|I’m planning a trip to the mountains next month.
tiny|0.12|sentence_42.wav| I'm planning a trip to the mountains next month.|I’m planning a trip to the mountains next month.
tiny|0.12|sentence_42.wav| I'm planning a trip to the mountains next month.|I’m planning a trip to the mountains next month.
tiny|0.13|sentence_42.wav| I'm planning a trip to the mountains next month.|I’m planning a trip to the mountains next month.
tiny|0.11|sentence_42.wav| I'm planning a trip to the mountains next month.|I’m planning a trip to the mountains next month.
tiny|0.12|sentence_42.wav| I'm planning a trip to the mountains next month.|I’m planning a trip to the mountains next month.
tiny|0.12|sentence_42.wav| I'm planning a trip to the mountains next month.|I’m planning a trip to the mountains next month.
tiny|0.11|sentence_42.wav| I'm planning a trip to the mountains next month.|I’m planning a trip to the mountains next month.
tiny|0.11|sentence_43.wav| Let's grab a coffee and talk about it.|Let’s grab a coffee and talk about it.
tiny|0.11|sentence_43.wav| Let's grab a coffee and talk about it.|Let’s grab a coffee and talk about it.
